date,Distance_km,Consumption_kWh,Consumption_rate_corrected,Location,ChargingStation,ID,Battery_Capacity_kWh,PowerRating_kW,consumption_factor,VehicleID,ScheduleType,VehicleType,CompanyType
2026-01-01 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,mail
2026-01-01 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,mail
2026-01-01 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,mail
2026-01-01 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,mail
2026-01-01 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,mail
2026-01-01 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,mail
2026-01-01 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,mail
2026-01-01 07:00:00,9.329157790509061,1.4238842462692065,0.15262730872853097,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 08:00:00,9.329157790509061,4.541218867032648,0.4867769383912252,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 09:00:00,9.329157790509061,2.701986848603634,0.2896281646508838,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 10:00:00,9.329157790509061,1.22491102193458,0.1312992072211205,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 11:00:00,9.329157790509061,2.340018792514525,0.2508285147556539,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 12:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-01 13:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-01 14:00:00,9.329157790509063,1.229665312158891,0.1318088234513388,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 15:00:00,9.329157790509063,1.2278482524123593,0.13161405134142976,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 16:00:00,9.329157790509063,1.9307307268172855,0.20695659460080065,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 17:00:00,9.329157790509063,1.0569166307712208,0.113291752,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 18:00:00,9.329157790509063,1.0569166307712208,0.113291752,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 19:00:00,9.329157790509063,1.1543131743214639,0.12373176660124606,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 20:00:00,9.329157790509063,1.0569166307712208,0.113291752,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,mail
2026-01-01 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-01 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-01 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-02 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-02 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-02 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-02 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-02 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-02 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-02 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,mail
2026-01-02 07:00:00,8.815633591608277,1.7736277623757095,0.20119118426882557,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 08:00:00,8.815633591608277,1.0855114202261045,0.12313481600000001,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 09:00:00,8.815633591608277,1.1991976547963306,0.1360307960097007,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 10:00:00,8.815633591608277,1.8235438965820752,0.20685341304542554,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 11:00:00,8.815633591608277,1.0855114202261045,0.12313481600000001,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 12:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-02 13:00:00,8.815633591608277,2.16004806961338,0.24502471060838546,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 14:00:00,8.815633591608277,1.1568164078866285,0.13122328598001373,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 15:00:00,8.815633591608277,1.4095506500572357,0.159892154705591,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 16:00:00,8.815633591608277,1.1560265300924235,0.13113368631755082,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 17:00:00,8.815633591608277,4.88480139101747,0.5541066720000001,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 18:00:00,8.815633591608277,1.6840535008530064,0.1910303421022489,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 19:00:00,8.815633591608277,1.0855114202261045,0.12313481600000001,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 20:00:00,8.815633591608277,2.87464990238631,0.3260854563105627,0,0,0,0.0,0.0,1.23134816,0,typeb,renault,mail
2026-01-02 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-02 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-02 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-03 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-03 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-03 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-03 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-03 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-03 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-03 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-03 07:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.23134816,0,typeb,renault,mail
2026-01-03 08:00:00,7.652780842498983,2.3168356912241,0.3027442885020012,0,0,0,0.0,0.0,1.20636853,0,typeb,renault,mail
2026-01-03 09:00:00,7.652780842498983,1.6120229490798377,0.21064538267287405,0,0,0,0.0,0.0,1.20636853,0,typeb,renault,mail
2026-01-03 10:00:00,7.652780842498983,1.3416710917343555,0.1753181123760286,0,0,0,0.0,0.0,1.20636853,0,typeb,renault,mail
2026-01-03 11:00:00,7.652780842498983,1.191603433387998,0.1557085532582539,0,0,0,0.0,0.0,1.20636853,0,typeb,renault,mail
