date,Distance_km,Consumption_kWh,Consumption_rate_corrected,Location,ChargingStation,ID,Battery_Capacity_kWh,PowerRating_kW,consumption_factor,VehicleID,ScheduleType,VehicleType,CompanyType
2026-01-01 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,food
2026-01-01 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,food
2026-01-01 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,food
2026-01-01 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,food
2026-01-01 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,food
2026-01-01 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,food
2026-01-01 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.0,0,typeb,renault,food
2026-01-01 07:00:00,6.086622330464795,0.9289847855458211,0.15262730872853097,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 08:00:00,6.086622330464795,2.962827383167317,0.4867769383912252,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 09:00:00,6.086622330464795,1.7628572544956038,0.2896281646508838,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 10:00:00,6.086622330464795,0.7991686866443966,0.1312992072211205,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 11:00:00,6.086622330464795,1.5266984390290812,0.2508285147556539,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 12:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
2026-01-01 13:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
2026-01-01 14:00:00,6.086622330464795,0.8022705281712105,0.1318088234513388,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 15:00:00,6.086622330464795,0.8010850238976864,0.13161405134142976,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 16:00:00,6.086622330464795,1.2596666301341832,0.20695659460080065,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 17:00:00,6.086622330464795,0.6895641075806797,0.113291752,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 18:00:00,6.086622330464795,0.6895641075806797,0.113291752,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 19:00:00,6.086622330464795,0.7531085335830024,0.12373176660124606,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 20:00:00,6.086622330464795,0.6895641075806797,0.113291752,0,0,0,0.0,0.0,1.13291752,0,typeb,renault,food
2026-01-01 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
2026-01-01 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
2026-01-01 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
2026-01-02 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
2026-01-02 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
2026-01-02 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
2026-01-02 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
2026-01-02 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
2026-01-02 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13291752,0,typeb,renault,food
